word,verse_key,surah_id,verse_id,global_verse_number,word_position,juz,page,audio_file,clip_file,clip_start_sec,clip_end_sec,clip_duration_sec,clip_matched,asr_text,asr_probability
هُمۡ,3:170,3,170,463,17,4,72,fullQuran/alafasy_quran_complete/003/003170.mp3,dataset/word_clips/003/003170/word_017.wav,25.6,26.34,0.74,True,وَلَا,1.0
يَحۡزَنُونَ,3:170,3,170,463,18,4,72,fullQuran/alafasy_quran_complete/003/003170.mp3,dataset/word_clips/003/003170/word_018.wav,26.26,26.8,0.54,True,هُمْ,1.0
۞يَسۡتَبۡشِرُونَ,3:171,3,171,464,0,4,72,fullQuran/alafasy_quran_complete/003/003171.mp3,dataset/word_clips/003/003171/word_000.wav,0.0,2.48,2.48,True,يَسْتَبْشِرُونَ,1.0
بِنِعۡمَةٖ,3:171,3,171,464,1,4,72,fullQuran/alafasy_quran_complete/003/003171.mp3,dataset/word_clips/003/003171/word_001.wav,2.4,3.86,1.46,True,بِنِعْمَةٍ,1.0
مِّنَ,3:171,3,171,464,2,4,72,fullQuran/alafasy_quran_complete/003/003171.mp3,dataset/word_clips/003/003171/word_002.wav,3.78,4.64,0.86,True,مِنَ,1.0
ٱللَّهِ,3:171,3,171,464,3,4,72,fullQuran/alafasy_quran_complete/003/003171.mp3,dataset/word_clips/003/003171/word_003.wav,4.56,5.58,1.02,True,اللَّهِ,1.0
وَفَضۡلٖ,3:171,3,171,464,4,4,72,fullQuran/alafasy_quran_complete/003/003171.mp3,dataset/word_clips/003/003171/word_004.wav,5.5,6.76,1.26,True,وَفَضْلٍ,1.0
وَأَنَّ,3:171,3,171,464,5,4,72,fullQuran/alafasy_quran_complete/003/003171.mp3,dataset/word_clips/003/003171/word_005.wav,6.68,8.64,1.96,True,وَأَنَّ,1.0
ٱللَّهَ,3:171,3,171,464,6,4,72,fullQuran/alafasy_quran_complete/003/003171.mp3,dataset/word_clips/003/003171/word_006.wav,8.56,9.56,1.0,True,اللَّهَ,1.0
لَا,3:171,3,171,464,7,4,72,fullQuran/alafasy_quran_complete/003/003171.mp3,dataset/word_clips/003/003171/word_007.wav,9.48,10.06,0.58,True,لَا,1.0
يُضِيعُ,3:171,3,171,464,8,4,72,fullQuran/alafasy_quran_complete/003/003171.mp3,dataset/word_clips/003/003171/word_008.wav,9.98,10.96,0.98,True,يُضِيعُ,0.9999
أَجۡرَ,3:171,3,171,464,9,4,72,fullQuran/alafasy_quran_complete/003/003171.mp3,dataset/word_clips/003/003171/word_009.wav,10.88,11.56,0.68,True,أَجْرَ,1.0
ٱلۡمُؤۡمِنِينَ,3:171,3,171,464,10,4,72,fullQuran/alafasy_quran_complete/003/003171.mp3,dataset/word_clips/003/003171/word_010.wav,11.48,13.2,1.72,True,الْمُؤْمِنِينَ,1.0
ٱلَّذِينَ,3:172,3,172,465,0,4,72,fullQuran/alafasy_quran_complete/003/003172.mp3,dataset/word_clips/003/003172/word_000.wav,0.0,1.42,1.42,True,الَّذِينَ,1.0
ٱسۡتَجَابُواْ,3:172,3,172,465,1,4,72,fullQuran/alafasy_quran_complete/003/003172.mp3,dataset/word_clips/003/003172/word_001.wav,1.34,2.76,1.42,True,اسْتَجَابُوا,1.0
لِلَّهِ,3:172,3,172,465,2,4,72,fullQuran/alafasy_quran_complete/003/003172.mp3,dataset/word_clips/003/003172/word_002.wav,2.68,3.92,1.24,True,لِلَّهِ,1.0
وَٱلرَّسُولِ,3:172,3,172,465,3,4,72,fullQuran/alafasy_quran_complete/003/003172.mp3,,,,,False,,
مِنۢ,3:172,3,172,465,4,4,72,fullQuran/alafasy_quran_complete/003/003172.mp3,dataset/word_clips/003/003172/word_004.wav,3.84,5.34,1.5,True,وَالرَّسُولِ,1.0
بَعۡدِ,3:172,3,172,465,5,4,72,fullQuran/alafasy_quran_complete/003/003172.mp3,dataset/word_clips/003/003172/word_005.wav,5.26,6.56,1.3,True,مِنْ,1.0
مَآ,3:172,3,172,465,6,4,72,fullQuran/alafasy_quran_complete/003/003172.mp3,dataset/word_clips/003/003172/word_006.wav,6.48,7.26,0.78,True,بَعْدِ,1.0
أَصَابَهُمُ,3:172,3,172,465,7,4,72,fullQuran/alafasy_quran_complete/003/003172.mp3,dataset/word_clips/003/003172/word_007.wav,7.18,7.9,0.72,True,مَا,1.0
ٱلۡقَرۡحُۚ,3:172,3,172,465,8,4,72,fullQuran/alafasy_quran_complete/003/003172.mp3,dataset/word_clips/003/003172/word_008.wav,7.82,10.14,2.32,True,أَصَابَهُمُ,1.0
لِلَّذِينَ,3:172,3,172,465,9,4,72,fullQuran/alafasy_quran_complete/003/003172.mp3,dataset/word_clips/003/003172/word_009.wav,10.06,11.48,1.42,True,الْقَرْحُ,0.9999
أَحۡسَنُواْ,3:172,3,172,465,10,4,72,fullQuran/alafasy_quran_complete/003/003172.mp3,dataset/word_clips/003/003172/word_010.wav,11.4,12.78,1.38,True,لِلَّذِينَ,1.0
مِنۡهُمۡ,3:172,3,172,465,11,4,72,fullQuran/alafasy_quran_complete/003/003172.mp3,dataset/word_clips/003/003172/word_011.wav,12.7,13.78,1.08,True,أَحْسَنُوا,1.0
وَٱتَّقَوۡاْ,3:172,3,172,465,12,4,72,fullQuran/alafasy_quran_complete/003/003172.mp3,dataset/word_clips/003/003172/word_012.wav,13.7,14.74,1.04,True,مِنْهُمْ,1.0
أَجۡرٌ,3:172,3,172,465,13,4,72,fullQuran/alafasy_quran_complete/003/003172.mp3,,,,,False,,
عَظِيمٌ,3:172,3,172,465,14,4,72,fullQuran/alafasy_quran_complete/003/003172.mp3,dataset/word_clips/003/003172/word_014.wav,14.66,15.9,1.24,True,وَاتَّقَوْا,1.0
ٱلَّذِينَ,3:173,3,173,466,0,4,72,fullQuran/alafasy_quran_complete/003/003173.mp3,dataset/word_clips/003/003173/word_000.wav,0.0,1.36,1.36,True,الَّذِينَ,1.0
قَالَ,3:173,3,173,466,1,4,72,fullQuran/alafasy_quran_complete/003/003173.mp3,dataset/word_clips/003/003173/word_001.wav,1.28,2.02,0.74,True,قَالَ,1.0
لَهُمُ,3:173,3,173,466,2,4,72,fullQuran/alafasy_quran_complete/003/003173.mp3,dataset/word_clips/003/003173/word_002.wav,1.94,2.82,0.88,True,لَهُمُ,1.0
ٱلنَّاسُ,3:173,3,173,466,3,4,72,fullQuran/alafasy_quran_complete/003/003173.mp3,dataset/word_clips/003/003173/word_003.wav,2.74,4.3,1.56,True,النَّاسُ,1.0
إِنَّ,3:173,3,173,466,4,4,72,fullQuran/alafasy_quran_complete/003/003173.mp3,dataset/word_clips/003/003173/word_004.wav,4.22,5.74,1.52,True,إِنَّ,1.0
ٱلنَّاسَ,3:173,3,173,466,5,4,72,fullQuran/alafasy_quran_complete/003/003173.mp3,dataset/word_clips/003/003173/word_005.wav,5.66,7.18,1.52,True,النَّاسَ,1.0
قَدۡ,3:173,3,173,466,6,4,72,fullQuran/alafasy_quran_complete/003/003173.mp3,dataset/word_clips/003/003173/word_006.wav,7.1,7.64,0.54,True,قَدْ,1.0
جَمَعُواْ,3:173,3,173,466,7,4,72,fullQuran/alafasy_quran_complete/003/003173.mp3,dataset/word_clips/003/003173/word_007.wav,7.56,8.52,0.96,True,جَمَعُوا,1.0
لَكُمۡ,3:173,3,173,466,8,4,72,fullQuran/alafasy_quran_complete/003/003173.mp3,dataset/word_clips/003/003173/word_008.wav,8.44,9.18,0.74,True,لَكُمْ,1.0
فَٱخۡشَوۡهُمۡ,3:173,3,173,466,9,4,72,fullQuran/alafasy_quran_complete/003/003173.mp3,,,,,False,,
فَزَادَهُمۡ,3:173,3,173,466,10,4,72,fullQuran/alafasy_quran_complete/003/003173.mp3,dataset/word_clips/003/003173/word_010.wav,9.1,10.52,1.42,True,فَاخْشَوْهُمْ,0.9998
إِيمَٰنٗا,3:173,3,173,466,11,4,72,fullQuran/alafasy_quran_complete/003/003173.mp3,dataset/word_clips/003/003173/word_011.wav,10.44,15.34,4.9,True,فَزَادَهُمْ,1.0
وَقَالُواْ,3:173,3,173,466,12,4,72,fullQuran/alafasy_quran_complete/003/003173.mp3,dataset/word_clips/003/003173/word_012.wav,15.26,16.82,1.56,True,إِيمَانًا,1.0
حَسۡبُنَا,3:173,3,173,466,13,4,72,fullQuran/alafasy_quran_complete/003/003173.mp3,dataset/word_clips/003/003173/word_013.wav,16.74,18.26,1.52,True,وَقَالُوا,1.0
ٱللَّهُ,3:173,3,173,466,14,4,72,fullQuran/alafasy_quran_complete/003/003173.mp3,dataset/word_clips/003/003173/word_014.wav,18.18,19.12,0.94,True,حَسْبُنَا,1.0
وَنِعۡمَ,3:173,3,173,466,15,4,72,fullQuran/alafasy_quran_complete/003/003173.mp3,dataset/word_clips/003/003173/word_015.wav,19.04,20.06,1.02,True,اللَّهُ,1.0
ٱلۡوَكِيلُ,3:173,3,173,466,16,4,72,fullQuran/alafasy_quran_complete/003/003173.mp3,dataset/word_clips/003/003173/word_016.wav,19.98,20.9,0.92,True,وَنِعْمَ,1.0
فَٱنقَلَبُواْ,3:174,3,174,467,0,4,73,fullQuran/alafasy_quran_complete/003/003174.mp3,,,,,False,,
بِنِعۡمَةٖ,3:174,3,174,467,1,4,73,fullQuran/alafasy_quran_complete/003/003174.mp3,dataset/word_clips/003/003174/word_001.wav,0.0,2.52,2.52,True,فَانْقَلَبُوا,1.0
مِّنَ,3:174,3,174,467,2,4,73,fullQuran/alafasy_quran_complete/003/003174.mp3,dataset/word_clips/003/003174/word_002.wav,2.44,4.0,1.56,True,بِنِعْمَةٍ,1.0
ٱللَّهِ,3:174,3,174,467,3,4,73,fullQuran/alafasy_quran_complete/003/003174.mp3,dataset/word_clips/003/003174/word_003.wav,3.92,4.98,1.06,True,مِنَ,1.0
وَفَضۡلٖ,3:174,3,174,467,4,4,73,fullQuran/alafasy_quran_complete/003/003174.mp3,dataset/word_clips/003/003174/word_004.wav,4.9,5.92,1.02,True,اللَّهِ,1.0
لَّمۡ,3:174,3,174,467,5,4,73,fullQuran/alafasy_quran_complete/003/003174.mp3,dataset/word_clips/003/003174/word_005.wav,5.84,6.9,1.06,True,وَفَضْلٍ,1.0
يَمۡسَسۡهُمۡ,3:174,3,174,467,6,4,73,fullQuran/alafasy_quran_complete/003/003174.mp3,dataset/word_clips/003/003174/word_006.wav,6.82,7.54,0.72,True,لَمْ,1.0
سُوٓءٞ,3:174,3,174,467,7,4,73,fullQuran/alafasy_quran_complete/003/003174.mp3,dataset/word_clips/003/003174/word_007.wav,7.46,8.84,1.38,True,يَمْسَسْهُمْ,1.0
وَٱتَّبَعُواْ,3:174,3,174,467,8,4,73,fullQuran/alafasy_quran_complete/003/003174.mp3,dataset/word_clips/003/003174/word_008.wav,8.76,11.82,3.06,True,سُوءٌ,1.0
رِضۡوَٰنَ,3:174,3,174,467,9,4,73,fullQuran/alafasy_quran_complete/003/003174.mp3,,,,,False,,
ٱللَّهِۗ,3:174,3,174,467,10,4,73,fullQuran/alafasy_quran_complete/003/003174.mp3,dataset/word_clips/003/003174/word_010.wav,11.74,13.26,1.52,True,وَاتَّبَعُوا,1.0
وَٱللَّهُ,3:174,3,174,467,11,4,73,fullQuran/alafasy_quran_complete/003/003174.mp3,dataset/word_clips/003/003174/word_011.wav,13.18,14.34,1.16,True,رِضْوَانَ,1.0
ذُو,3:174,3,174,467,12,4,73,fullQuran/alafasy_quran_complete/003/003174.mp3,dataset/word_clips/003/003174/word_012.wav,14.26,16.88,2.62,True,اللَّهِ,1.0
فَضۡلٍ,3:174,3,174,467,13,4,73,fullQuran/alafasy_quran_complete/003/003174.mp3,,,,,False,,
عَظِيمٍ,3:174,3,174,467,14,4,73,fullQuran/alafasy_quran_complete/003/003174.mp3,dataset/word_clips/003/003174/word_014.wav,16.8,18.2,1.4,True,وَاللَّهُ,1.0
إِنَّمَا,3:175,3,175,468,0,4,73,fullQuran/alafasy_quran_complete/003/003175.mp3,dataset/word_clips/003/003175/word_000.wav,0.0,2.16,2.16,True,إِنَّمَا,1.0
ذَٰلِكُمُ,3:175,3,175,468,1,4,73,fullQuran/alafasy_quran_complete/003/003175.mp3,dataset/word_clips/003/003175/word_001.wav,2.08,3.28,1.2,True,ذَلِكُمُ,1.0
ٱلشَّيۡطَٰنُ,3:175,3,175,468,2,4,73,fullQuran/alafasy_quran_complete/003/003175.mp3,dataset/word_clips/003/003175/word_002.wav,3.2,4.7,1.5,True,الشَّيْطَانُ,1.0
يُخَوِّفُ,3:175,3,175,468,3,4,73,fullQuran/alafasy_quran_complete/003/003175.mp3,dataset/word_clips/003/003175/word_003.wav,4.62,5.84,1.22,True,يُخَوِّفُ,1.0
أَوۡلِيَآءَهُۥ,3:175,3,175,468,4,4,73,fullQuran/alafasy_quran_complete/003/003175.mp3,dataset/word_clips/003/003175/word_004.wav,5.76,9.36,3.6,True,أَوْلِيَاءَهُ,1.0
فَلَا,3:175,3,175,468,5,4,73,fullQuran/alafasy_quran_complete/003/003175.mp3,dataset/word_clips/003/003175/word_005.wav,9.28,14.16,4.88,True,فَلَا,0.9988
تَخَافُوهُمۡ,3:175,3,175,468,6,4,73,fullQuran/alafasy_quran_complete/003/003175.mp3,dataset/word_clips/003/003175/word_006.wav,14.08,15.8,1.72,True,تَخَافُوهُمْ,1.0
وَخَافُونِ,3:175,3,175,468,7,4,73,fullQuran/alafasy_quran_complete/003/003175.mp3,dataset/word_clips/003/003175/word_007.wav,15.72,17.06,1.34,True,وَخَافُونِ,1.0
إِن,3:175,3,175,468,8,4,73,fullQuran/alafasy_quran_complete/003/003175.mp3,dataset/word_clips/003/003175/word_008.wav,16.98,18.2,1.22,True,إِنْ,1.0
كُنتُم,3:175,3,175,468,9,4,73,fullQuran/alafasy_quran_complete/003/003175.mp3,dataset/word_clips/003/003175/word_009.wav,18.12,20.44,2.32,True,كُنْتُمْ,1.0
مُّؤۡمِنِينَ,3:175,3,175,468,10,4,73,fullQuran/alafasy_quran_complete/003/003175.mp3,dataset/word_clips/003/003175/word_010.wav,20.36,22.84,2.48,True,مُؤْمِنِينَ,1.0
وَلَا,3:176,3,176,469,0,4,73,fullQuran/alafasy_quran_complete/003/003176.mp3,dataset/word_clips/003/003176/word_000.wav,0.0,0.84,0.84,True,وَلَا,1.0
يَحۡزُنكَ,3:176,3,176,469,1,4,73,fullQuran/alafasy_quran_complete/003/003176.mp3,dataset/word_clips/003/003176/word_001.wav,0.76,2.68,1.92,True,يَحْزُنْكَ,1.0
ٱلَّذِينَ,3:176,3,176,469,2,4,73,fullQuran/alafasy_quran_complete/003/003176.mp3,dataset/word_clips/003/003176/word_002.wav,2.6,3.8,1.2,True,الَّذِينَ,1.0
يُسَٰرِعُونَ,3:176,3,176,469,3,4,73,fullQuran/alafasy_quran_complete/003/003176.mp3,dataset/word_clips/003/003176/word_003.wav,3.72,5.42,1.7,True,يُسَارِعُونَ,1.0
فِي,3:176,3,176,469,4,4,73,fullQuran/alafasy_quran_complete/003/003176.mp3,dataset/word_clips/003/003176/word_004.wav,5.34,5.64,0.3,True,فِي,1.0
ٱلۡكُفۡرِۚ,3:176,3,176,469,5,4,73,fullQuran/alafasy_quran_complete/003/003176.mp3,dataset/word_clips/003/003176/word_005.wav,5.56,6.86,1.3,True,الْكُفْرِ,1.0
إِنَّهُمۡ,3:176,3,176,469,6,4,73,fullQuran/alafasy_quran_complete/003/003176.mp3,dataset/word_clips/003/003176/word_006.wav,6.78,8.54,1.76,True,إِنَّهُمْ,1.0
لَن,3:176,3,176,469,7,4,73,fullQuran/alafasy_quran_complete/003/003176.mp3,dataset/word_clips/003/003176/word_007.wav,8.46,9.28,0.82,True,لَنْ,1.0
يَضُرُّواْ,3:176,3,176,469,8,4,73,fullQuran/alafasy_quran_complete/003/003176.mp3,dataset/word_clips/003/003176/word_008.wav,9.2,10.16,0.96,True,يَضُرُّوا,1.0
ٱللَّهَ,3:176,3,176,469,9,4,73,fullQuran/alafasy_quran_complete/003/003176.mp3,dataset/word_clips/003/003176/word_009.wav,10.08,11.06,0.98,True,اللَّهَ,1.0
شَيۡـٔٗاۚ,3:176,3,176,469,10,4,73,fullQuran/alafasy_quran_complete/003/003176.mp3,dataset/word_clips/003/003176/word_010.wav,10.98,12.18,1.2,True,شَيْئًا,1.0
يُرِيدُ,3:176,3,176,469,11,4,73,fullQuran/alafasy_quran_complete/003/003176.mp3,dataset/word_clips/003/003176/word_011.wav,12.1,13.4,1.3,True,يُرِيدُ,1.0
ٱللَّهُ,3:176,3,176,469,12,4,73,fullQuran/alafasy_quran_complete/003/003176.mp3,dataset/word_clips/003/003176/word_012.wav,13.32,14.34,1.02,True,اللَّهُ,0.9999
أَلَّا,3:176,3,176,469,13,4,73,fullQuran/alafasy_quran_complete/003/003176.mp3,dataset/word_clips/003/003176/word_013.wav,14.26,15.08,0.82,True,أَلَّا,1.0
يَجۡعَلَ,3:176,3,176,469,14,4,73,fullQuran/alafasy_quran_complete/003/003176.mp3,dataset/word_clips/003/003176/word_014.wav,15.0,16.16,1.16,True,يَجْعَلَ,1.0
لَهُمۡ,3:176,3,176,469,15,4,73,fullQuran/alafasy_quran_complete/003/003176.mp3,dataset/word_clips/003/003176/word_015.wav,16.08,16.82,0.74,True,لَهُمْ,1.0
حَظّٗا,3:176,3,176,469,16,4,73,fullQuran/alafasy_quran_complete/003/003176.mp3,dataset/word_clips/003/003176/word_016.wav,16.74,18.3,1.56,True,حَظًّا,1.0
فِي,3:176,3,176,469,17,4,73,fullQuran/alafasy_quran_complete/003/003176.mp3,dataset/word_clips/003/003176/word_017.wav,18.22,18.6,0.38,True,فِي,1.0
ٱلۡأٓخِرَةِۖ,3:176,3,176,469,18,4,73,fullQuran/alafasy_quran_complete/003/003176.mp3,dataset/word_clips/003/003176/word_018.wav,18.52,19.96,1.44,True,الْآخِرَةِ,1.0
وَلَهُمۡ,3:176,3,176,469,19,4,73,fullQuran/alafasy_quran_complete/003/003176.mp3,dataset/word_clips/003/003176/word_019.wav,19.88,20.92,1.04,True,وَلَهُمْ,1.0
عَذَابٌ,3:176,3,176,469,20,4,73,fullQuran/alafasy_quran_complete/003/003176.mp3,dataset/word_clips/003/003176/word_020.wav,20.84,22.1,1.26,True,عَذَابٌ,1.0
عَظِيمٌ,3:176,3,176,469,21,4,73,fullQuran/alafasy_quran_complete/003/003176.mp3,dataset/word_clips/003/003176/word_021.wav,22.02,24.58,2.56,True,عَظِيمٌ,1.0
إِنَّ,3:177,3,177,470,0,4,73,fullQuran/alafasy_quran_complete/003/003177.mp3,dataset/word_clips/003/003177/word_000.wav,0.0,1.42,1.42,True,إِنَّ,1.0
ٱلَّذِينَ,3:177,3,177,470,1,4,73,fullQuran/alafasy_quran_complete/003/003177.mp3,dataset/word_clips/003/003177/word_001.wav,1.34,2.54,1.2,True,الَّذِينَ,1.0
ٱشۡتَرَوُاْ,3:177,3,177,470,2,4,73,fullQuran/alafasy_quran_complete/003/003177.mp3,dataset/word_clips/003/003177/word_002.wav,2.46,3.48,1.02,True,اشْتَرَوُا,1.0
ٱلۡكُفۡرَ,3:177,3,177,470,3,4,73,fullQuran/alafasy_quran_complete/003/003177.mp3,dataset/word_clips/003/003177/word_003.wav,3.4,4.34,0.94,True,الْكُفْرَ,1.0
بِٱلۡإِيمَٰنِ,3:177,3,177,470,4,4,73,fullQuran/alafasy_quran_complete/003/003177.mp3,,,,,False,,
لَن,3:177,3,177,470,5,4,73,fullQuran/alafasy_quran_complete/003/003177.mp3,dataset/word_clips/003/003177/word_005.wav,4.26,5.86,1.6,True,بِالْإِيمَانِ,1.0
يَضُرُّواْ,3:177,3,177,470,6,4,73,fullQuran/alafasy_quran_complete/003/003177.mp3,dataset/word_clips/003/003177/word_006.wav,5.78,6.82,1.04,True,لَنْ,1.0
ٱللَّهَ,3:177,3,177,470,7,4,73,fullQuran/alafasy_quran_complete/003/003177.mp3,dataset/word_clips/003/003177/word_007.wav,6.74,7.66,0.92,True,يَضُرُّوا,1.0
شَيۡـٔٗاۖ,3:177,3,177,470,8,4,73,fullQuran/alafasy_quran_complete/003/003177.mp3,dataset/word_clips/003/003177/word_008.wav,7.58,8.54,0.96,True,اللَّهَ,1.0
وَلَهُمۡ,3:177,3,177,470,9,4,73,fullQuran/alafasy_quran_complete/003/003177.mp3,dataset/word_clips/003/003177/word_009.wav,8.46,9.54,1.08,True,شَيْئًا,1.0
عَذَابٌ,3:177,3,177,470,10,4,73,fullQuran/alafasy_quran_complete/003/003177.mp3,dataset/word_clips/003/003177/word_010.wav,9.46,10.88,1.42,True,وَلَهُمْ,1.0
أَلِيمٞ,3:177,3,177,470,11,4,73,fullQuran/alafasy_quran_complete/003/003177.mp3,dataset/word_clips/003/003177/word_011.wav,10.8,11.96,1.16,True,عَذَابٌ,1.0
وَلَا,3:178,3,178,471,0,4,73,fullQuran/alafasy_quran_complete/003/003178.mp3,dataset/word_clips/003/003178/word_000.wav,0.0,0.86,0.86,True,وَلَا,1.0
يَحۡسَبَنَّ,3:178,3,178,471,1,4,73,fullQuran/alafasy_quran_complete/003/003178.mp3,dataset/word_clips/003/003178/word_001.wav,0.78,2.86,2.08,True,يَحْسَبَنَّ,1.0
ٱلَّذِينَ,3:178,3,178,471,2,4,73,fullQuran/alafasy_quran_complete/003/003178.mp3,dataset/word_clips/003/003178/word_002.wav,2.78,4.0,1.22,True,الَّذِينَ,1.0
كَفَرُوٓاْ,3:178,3,178,471,3,4,73,fullQuran/alafasy_quran_complete/003/003178.mp3,dataset/word_clips/003/003178/word_003.wav,3.92,5.26,1.34,True,كَفَرُوا,1.0
أَنَّمَا,3:178,3,178,471,4,4,73,fullQuran/alafasy_quran_complete/003/003178.mp3,dataset/word_clips/003/003178/word_004.wav,5.18,7.38,2.2,True,أَنَّمَا,1.0
نُمۡلِي,3:178,3,178,471,5,4,73,fullQuran/alafasy_quran_complete/003/003178.mp3,dataset/word_clips/003/003178/word_005.wav,7.3,8.08,0.78,True,نُمْلِي,1.0
لَهُمۡ,3:178,3,178,471,6,4,73,fullQuran/alafasy_quran_complete/003/003178.mp3,dataset/word_clips/003/003178/word_006.wav,8.0,8.94,0.94,True,لَهُمْ,1.0
خَيۡرٞ,3:178,3,178,471,7,4,73,fullQuran/alafasy_quran_complete/003/003178.mp3,dataset/word_clips/003/003178/word_007.wav,8.86,9.8,0.94,True,خَيْرٌ,1.0
لِّأَنفُسِهِمۡۚ,3:178,3,178,471,8,4,73,fullQuran/alafasy_quran_complete/003/003178.mp3,dataset/word_clips/003/003178/word_008.wav,9.72,12.62,2.9,True,لِأَنْفُسِهِمْ,1.0
إِنَّمَا,3:178,3,178,471,9,4,73,fullQuran/alafasy_quran_complete/003/003178.mp3,dataset/word_clips/003/003178/word_009.wav,12.54,14.16,1.62,True,إِنَّمَا,1.0
نُمۡلِي,3:178,3,178,471,10,4,73,fullQuran/alafasy_quran_complete/003/003178.mp3,dataset/word_clips/003/003178/word_010.wav,14.08,14.84,0.76,True,نُمْلِي,1.0
لَهُمۡ,3:178,3,178,471,11,4,73,fullQuran/alafasy_quran_complete/003/003178.mp3,dataset/word_clips/003/003178/word_011.wav,14.76,15.76,1.0,True,لَهُمْ,1.0
لِيَزۡدَادُوٓاْ,3:178,3,178,471,12,4,73,fullQuran/alafasy_quran_complete/003/003178.mp3,dataset/word_clips/003/003178/word_012.wav,15.68,17.38,1.7,True,لِيَزْدَادُوا,1.0
إِثۡمٗاۖ,3:178,3,178,471,13,4,73,fullQuran/alafasy_quran_complete/003/003178.mp3,dataset/word_clips/003/003178/word_013.wav,17.3,19.92,2.62,True,إِثْمًا,1.0
وَلَهُمۡ,3:178,3,178,471,14,4,73,fullQuran/alafasy_quran_complete/003/003178.mp3,dataset/word_clips/003/003178/word_014.wav,19.84,21.1,1.26,True,وَلَهُمْ,1.0
عَذَابٞ,3:178,3,178,471,15,4,73,fullQuran/alafasy_quran_complete/003/003178.mp3,dataset/word_clips/003/003178/word_015.wav,21.02,22.86,1.84,True,عَذَابٌ,1.0
مُّهِينٞ,3:178,3,178,471,16,4,73,fullQuran/alafasy_quran_complete/003/003178.mp3,dataset/word_clips/003/003178/word_016.wav,22.78,24.88,2.1,True,مُهِينٌ,1.0
مَّا,3:179,3,179,472,0,4,73,fullQuran/alafasy_quran_complete/003/003179.mp3,dataset/word_clips/003/003179/word_000.wav,0.0,0.62,0.62,True,مَا,1.0
كَانَ,3:179,3,179,472,1,4,73,fullQuran/alafasy_quran_complete/003/003179.mp3,dataset/word_clips/003/003179/word_001.wav,0.54,1.3,0.76,True,كَانَ,1.0
ٱللَّهُ,3:179,3,179,472,2,4,73,fullQuran/alafasy_quran_complete/003/003179.mp3,dataset/word_clips/003/003179/word_002.wav,1.22,2.24,1.02,True,اللَّهُ,1.0
لِيَذَرَ,3:179,3,179,472,3,4,73,fullQuran/alafasy_quran_complete/003/003179.mp3,dataset/word_clips/003/003179/word_003.wav,2.16,3.12,0.96,True,لِيَذَرَ,1.0
ٱلۡمُؤۡمِنِينَ,3:179,3,179,472,4,4,73,fullQuran/alafasy_quran_complete/003/003179.mp3,dataset/word_clips/003/003179/word_004.wav,3.04,4.72,1.68,True,الْمُؤْمِنِينَ,1.0
عَلَىٰ,3:179,3,179,472,5,4,73,fullQuran/alafasy_quran_complete/003/003179.mp3,dataset/word_clips/003/003179/word_005.wav,4.64,5.2,0.56,True,عَلَى,1.0
مَآ,3:179,3,179,472,6,4,73,fullQuran/alafasy_quran_complete/003/003179.mp3,dataset/word_clips/003/003179/word_006.wav,5.12,5.84,0.72,True,مَا,1.0
أَنتُمۡ,3:179,3,179,472,7,4,73,fullQuran/alafasy_quran_complete/003/003179.mp3,dataset/word_clips/003/003179/word_007.wav,5.76,8.9,3.14,True,أَنْتُمْ,1.0
عَلَيۡهِ,3:179,3,179,472,8,4,73,fullQuran/alafasy_quran_complete/003/003179.mp3,dataset/word_clips/003/003179/word_008.wav,8.82,9.7,0.88,True,عَلَيْهِ,1.0
حَتَّىٰ,3:179,3,179,472,9,4,73,fullQuran/alafasy_quran_complete/003/003179.mp3,dataset/word_clips/003/003179/word_009.wav,9.62,10.68,1.06,True,حَتَّى,1.0
يَمِيزَ,3:179,3,179,472,10,4,73,fullQuran/alafasy_quran_complete/003/003179.mp3,dataset/word_clips/003/003179/word_010.wav,10.6,11.68,1.08,True,يَمِيزَ,0.9999
ٱلۡخَبِيثَ,3:179,3,179,472,11,4,73,fullQuran/alafasy_quran_complete/003/003179.mp3,dataset/word_clips/003/003179/word_011.wav,11.6,12.84,1.24,True,الْخَبِيثَ,1.0
مِنَ,3:179,3,179,472,12,4,73,fullQuran/alafasy_quran_complete/003/003179.mp3,dataset/word_clips/003/003179/word_012.wav,12.76,13.24,0.48,True,مِنَ,1.0
ٱلطَّيِّبِۗ,3:179,3,179,472,13,4,73,fullQuran/alafasy_quran_complete/003/003179.mp3,dataset/word_clips/003/003179/word_013.wav,13.16,14.7,1.54,True,الطَّيِّبِ,1.0
وَمَا,3:179,3,179,472,14,4,73,fullQuran/alafasy_quran_complete/003/003179.mp3,dataset/word_clips/003/003179/word_014.wav,14.62,15.44,0.82,True,وَمَا,1.0
كَانَ,3:179,3,179,472,15,4,73,fullQuran/alafasy_quran_complete/003/003179.mp3,dataset/word_clips/003/003179/word_015.wav,15.36,16.06,0.7,True,كَانَ,1.0
ٱللَّهُ,3:179,3,179,472,16,4,73,fullQuran/alafasy_quran_complete/003/003179.mp3,dataset/word_clips/003/003179/word_016.wav,15.98,17.08,1.1,True,اللَّهُ,1.0
لِيُطۡلِعَكُمۡ,3:179,3,179,472,17,4,73,fullQuran/alafasy_quran_complete/003/003179.mp3,dataset/word_clips/003/003179/word_017.wav,17.0,18.7,1.7,True,لِيُطْلِعَكُمْ,1.0
