word,verse_key,surah_id,verse_id,global_verse_number,word_position,ruku,juz,page,audio_file
أَرِنِي,2:260,2,260,267,4,35,3,44,fullQuran/alafasy_quran_complete/002/002260.mp3
كَيۡفَ,2:260,2,260,267,5,35,3,44,fullQuran/alafasy_quran_complete/002/002260.mp3
تُحۡيِ,2:260,2,260,267,6,35,3,44,fullQuran/alafasy_quran_complete/002/002260.mp3
ٱلۡمَوۡتَىٰۖ,2:260,2,260,267,7,35,3,44,fullQuran/alafasy_quran_complete/002/002260.mp3
قَالَ,2:260,2,260,267,8,35,3,44,fullQuran/alafasy_quran_complete/002/002260.mp3
أَوَلَمۡ,2:260,2,260,267,9,35,3,44,fullQuran/alafasy_quran_complete/002/002260.mp3
تُؤۡمِنۖ,2:260,2,260,267,10,35,3,44,fullQuran/alafasy_quran_complete/002/002260.mp3
قَالَ,2:260,2,260,267,11,35,3,44,fullQuran/alafasy_quran_complete/002/002260.mp3
بَلَىٰ,2:260,2,260,267,12,35,3,44,fullQuran/alafasy_quran_complete/002/002260.mp3
وَلَٰكِن,2:260,2,260,267,13,35,3,44,fullQuran/alafasy_quran_complete/002/002260.mp3
لِّيَطۡمَئِنَّ,2:260,2,260,267,14,35,3,44,fullQuran/alafasy_quran_complete/002/002260.mp3
قَلۡبِيۖ,2:260,2,260,267,15,35,3,44,fullQuran/alafasy_quran_complete/002/002260.mp3
قَالَ,2:260,2,260,267,16,35,3,44,fullQuran/alafasy_quran_complete/002/002260.mp3
فَخُذۡ,2:260,2,260,267,17,35,3,44,fullQuran/alafasy_quran_complete/002/002260.mp3
أَرۡبَعَةٗ,2:260,2,260,267,18,35,3,44,fullQuran/alafasy_quran_complete/002/002260.mp3
مِّنَ,2:260,2,260,267,19,35,3,44,fullQuran/alafasy_quran_complete/002/002260.mp3
ٱلطَّيۡرِ,2:260,2,260,267,20,35,3,44,fullQuran/alafasy_quran_complete/002/002260.mp3
فَصُرۡهُنَّ,2:260,2,260,267,21,35,3,44,fullQuran/alafasy_quran_complete/002/002260.mp3
إِلَيۡكَ,2:260,2,260,267,22,35,3,44,fullQuran/alafasy_quran_complete/002/002260.mp3
ثُمَّ,2:260,2,260,267,23,35,3,44,fullQuran/alafasy_quran_complete/002/002260.mp3
ٱجۡعَلۡ,2:260,2,260,267,24,35,3,44,fullQuran/alafasy_quran_complete/002/002260.mp3
عَلَىٰ,2:260,2,260,267,25,35,3,44,fullQuran/alafasy_quran_complete/002/002260.mp3
كُلِّ,2:260,2,260,267,26,35,3,44,fullQuran/alafasy_quran_complete/002/002260.mp3
جَبَلٖ,2:260,2,260,267,27,35,3,44,fullQuran/alafasy_quran_complete/002/002260.mp3
مِّنۡهُنَّ,2:260,2,260,267,28,35,3,44,fullQuran/alafasy_quran_complete/002/002260.mp3
جُزۡءٗا,2:260,2,260,267,29,35,3,44,fullQuran/alafasy_quran_complete/002/002260.mp3
ثُمَّ,2:260,2,260,267,30,35,3,44,fullQuran/alafasy_quran_complete/002/002260.mp3
ٱدۡعُهُنَّ,2:260,2,260,267,31,35,3,44,fullQuran/alafasy_quran_complete/002/002260.mp3
يَأۡتِينَكَ,2:260,2,260,267,32,35,3,44,fullQuran/alafasy_quran_complete/002/002260.mp3
سَعۡيٗاۚ,2:260,2,260,267,33,35,3,44,fullQuran/alafasy_quran_complete/002/002260.mp3
وَٱعۡلَمۡ,2:260,2,260,267,34,35,3,44,fullQuran/alafasy_quran_complete/002/002260.mp3
أَنَّ,2:260,2,260,267,35,35,3,44,fullQuran/alafasy_quran_complete/002/002260.mp3
ٱللَّهَ,2:260,2,260,267,36,35,3,44,fullQuran/alafasy_quran_complete/002/002260.mp3
عَزِيزٌ,2:260,2,260,267,37,35,3,44,fullQuran/alafasy_quran_complete/002/002260.mp3
حَكِيمٞ,2:260,2,260,267,38,35,3,44,fullQuran/alafasy_quran_complete/002/002260.mp3
مَّثَلُ,2:261,2,261,268,0,36,3,44,fullQuran/alafasy_quran_complete/002/002261.mp3
ٱلَّذِينَ,2:261,2,261,268,1,36,3,44,fullQuran/alafasy_quran_complete/002/002261.mp3
يُنفِقُونَ,2:261,2,261,268,2,36,3,44,fullQuran/alafasy_quran_complete/002/002261.mp3
أَمۡوَٰلَهُمۡ,2:261,2,261,268,3,36,3,44,fullQuran/alafasy_quran_complete/002/002261.mp3
فِي,2:261,2,261,268,4,36,3,44,fullQuran/alafasy_quran_complete/002/002261.mp3
سَبِيلِ,2:261,2,261,268,5,36,3,44,fullQuran/alafasy_quran_complete/002/002261.mp3
ٱللَّهِ,2:261,2,261,268,6,36,3,44,fullQuran/alafasy_quran_complete/002/002261.mp3
كَمَثَلِ,2:261,2,261,268,7,36,3,44,fullQuran/alafasy_quran_complete/002/002261.mp3
حَبَّةٍ,2:261,2,261,268,8,36,3,44,fullQuran/alafasy_quran_complete/002/002261.mp3
أَنۢبَتَتۡ,2:261,2,261,268,9,36,3,44,fullQuran/alafasy_quran_complete/002/002261.mp3
سَبۡعَ,2:261,2,261,268,10,36,3,44,fullQuran/alafasy_quran_complete/002/002261.mp3
سَنَابِلَ,2:261,2,261,268,11,36,3,44,fullQuran/alafasy_quran_complete/002/002261.mp3
فِي,2:261,2,261,268,12,36,3,44,fullQuran/alafasy_quran_complete/002/002261.mp3
كُلِّ,2:261,2,261,268,13,36,3,44,fullQuran/alafasy_quran_complete/002/002261.mp3
سُنۢبُلَةٖ,2:261,2,261,268,14,36,3,44,fullQuran/alafasy_quran_complete/002/002261.mp3
مِّاْئَةُ,2:261,2,261,268,15,36,3,44,fullQuran/alafasy_quran_complete/002/002261.mp3
حَبَّةٖۗ,2:261,2,261,268,16,36,3,44,fullQuran/alafasy_quran_complete/002/002261.mp3
وَٱللَّهُ,2:261,2,261,268,17,36,3,44,fullQuran/alafasy_quran_complete/002/002261.mp3
يُضَٰعِفُ,2:261,2,261,268,18,36,3,44,fullQuran/alafasy_quran_complete/002/002261.mp3
لِمَن,2:261,2,261,268,19,36,3,44,fullQuran/alafasy_quran_complete/002/002261.mp3
يَشَآءُۚ,2:261,2,261,268,20,36,3,44,fullQuran/alafasy_quran_complete/002/002261.mp3
وَٱللَّهُ,2:261,2,261,268,21,36,3,44,fullQuran/alafasy_quran_complete/002/002261.mp3
وَٰسِعٌ,2:261,2,261,268,22,36,3,44,fullQuran/alafasy_quran_complete/002/002261.mp3
عَلِيمٌ,2:261,2,261,268,23,36,3,44,fullQuran/alafasy_quran_complete/002/002261.mp3
ٱلَّذِينَ,2:262,2,262,269,0,36,3,44,fullQuran/alafasy_quran_complete/002/002262.mp3
يُنفِقُونَ,2:262,2,262,269,1,36,3,44,fullQuran/alafasy_quran_complete/002/002262.mp3
أَمۡوَٰلَهُمۡ,2:262,2,262,269,2,36,3,44,fullQuran/alafasy_quran_complete/002/002262.mp3
فِي,2:262,2,262,269,3,36,3,44,fullQuran/alafasy_quran_complete/002/002262.mp3
سَبِيلِ,2:262,2,262,269,4,36,3,44,fullQuran/alafasy_quran_complete/002/002262.mp3
ٱللَّهِ,2:262,2,262,269,5,36,3,44,fullQuran/alafasy_quran_complete/002/002262.mp3
ثُمَّ,2:262,2,262,269,6,36,3,44,fullQuran/alafasy_quran_complete/002/002262.mp3
لَا,2:262,2,262,269,7,36,3,44,fullQuran/alafasy_quran_complete/002/002262.mp3
يُتۡبِعُونَ,2:262,2,262,269,8,36,3,44,fullQuran/alafasy_quran_complete/002/002262.mp3
مَآ,2:262,2,262,269,9,36,3,44,fullQuran/alafasy_quran_complete/002/002262.mp3
أَنفَقُواْ,2:262,2,262,269,10,36,3,44,fullQuran/alafasy_quran_complete/002/002262.mp3
مَنّٗا,2:262,2,262,269,11,36,3,44,fullQuran/alafasy_quran_complete/002/002262.mp3
وَلَآ,2:262,2,262,269,12,36,3,44,fullQuran/alafasy_quran_complete/002/002262.mp3
أَذٗى,2:262,2,262,269,13,36,3,44,fullQuran/alafasy_quran_complete/002/002262.mp3
لَّهُمۡ,2:262,2,262,269,14,36,3,44,fullQuran/alafasy_quran_complete/002/002262.mp3
أَجۡرُهُمۡ,2:262,2,262,269,15,36,3,44,fullQuran/alafasy_quran_complete/002/002262.mp3
عِندَ,2:262,2,262,269,16,36,3,44,fullQuran/alafasy_quran_complete/002/002262.mp3
رَبِّهِمۡ,2:262,2,262,269,17,36,3,44,fullQuran/alafasy_quran_complete/002/002262.mp3
وَلَا,2:262,2,262,269,18,36,3,44,fullQuran/alafasy_quran_complete/002/002262.mp3
خَوۡفٌ,2:262,2,262,269,19,36,3,44,fullQuran/alafasy_quran_complete/002/002262.mp3
عَلَيۡهِمۡ,2:262,2,262,269,20,36,3,44,fullQuran/alafasy_quran_complete/002/002262.mp3
وَلَا,2:262,2,262,269,21,36,3,44,fullQuran/alafasy_quran_complete/002/002262.mp3
هُمۡ,2:262,2,262,269,22,36,3,44,fullQuran/alafasy_quran_complete/002/002262.mp3
يَحۡزَنُونَ,2:262,2,262,269,23,36,3,44,fullQuran/alafasy_quran_complete/002/002262.mp3
۞قَوۡلٞ,2:263,2,263,270,0,36,3,44,fullQuran/alafasy_quran_complete/002/002263.mp3
مَّعۡرُوفٞ,2:263,2,263,270,1,36,3,44,fullQuran/alafasy_quran_complete/002/002263.mp3
وَمَغۡفِرَةٌ,2:263,2,263,270,2,36,3,44,fullQuran/alafasy_quran_complete/002/002263.mp3
خَيۡرٞ,2:263,2,263,270,3,36,3,44,fullQuran/alafasy_quran_complete/002/002263.mp3
مِّن,2:263,2,263,270,4,36,3,44,fullQuran/alafasy_quran_complete/002/002263.mp3
صَدَقَةٖ,2:263,2,263,270,5,36,3,44,fullQuran/alafasy_quran_complete/002/002263.mp3
يَتۡبَعُهَآ,2:263,2,263,270,6,36,3,44,fullQuran/alafasy_quran_complete/002/002263.mp3
أَذٗىۗ,2:263,2,263,270,7,36,3,44,fullQuran/alafasy_quran_complete/002/002263.mp3
وَٱللَّهُ,2:263,2,263,270,8,36,3,44,fullQuran/alafasy_quran_complete/002/002263.mp3
غَنِيٌّ,2:263,2,263,270,9,36,3,44,fullQuran/alafasy_quran_complete/002/002263.mp3
حَلِيمٞ,2:263,2,263,270,10,36,3,44,fullQuran/alafasy_quran_complete/002/002263.mp3
يَـٰٓأَيُّهَا,2:264,2,264,271,0,36,3,44,fullQuran/alafasy_quran_complete/002/002264.mp3
ٱلَّذِينَ,2:264,2,264,271,1,36,3,44,fullQuran/alafasy_quran_complete/002/002264.mp3
ءَامَنُواْ,2:264,2,264,271,2,36,3,44,fullQuran/alafasy_quran_complete/002/002264.mp3
لَا,2:264,2,264,271,3,36,3,44,fullQuran/alafasy_quran_complete/002/002264.mp3
تُبۡطِلُواْ,2:264,2,264,271,4,36,3,44,fullQuran/alafasy_quran_complete/002/002264.mp3
صَدَقَٰتِكُم,2:264,2,264,271,5,36,3,44,fullQuran/alafasy_quran_complete/002/002264.mp3
بِٱلۡمَنِّ,2:264,2,264,271,6,36,3,44,fullQuran/alafasy_quran_complete/002/002264.mp3
وَٱلۡأَذَىٰ,2:264,2,264,271,7,36,3,44,fullQuran/alafasy_quran_complete/002/002264.mp3
كَٱلَّذِي,2:264,2,264,271,8,36,3,44,fullQuran/alafasy_quran_complete/002/002264.mp3
يُنفِقُ,2:264,2,264,271,9,36,3,44,fullQuran/alafasy_quran_complete/002/002264.mp3
مَالَهُۥ,2:264,2,264,271,10,36,3,44,fullQuran/alafasy_quran_complete/002/002264.mp3
رِئَآءَ,2:264,2,264,271,11,36,3,44,fullQuran/alafasy_quran_complete/002/002264.mp3
ٱلنَّاسِ,2:264,2,264,271,12,36,3,44,fullQuran/alafasy_quran_complete/002/002264.mp3
وَلَا,2:264,2,264,271,13,36,3,44,fullQuran/alafasy_quran_complete/002/002264.mp3
يُؤۡمِنُ,2:264,2,264,271,14,36,3,44,fullQuran/alafasy_quran_complete/002/002264.mp3
بِٱللَّهِ,2:264,2,264,271,15,36,3,44,fullQuran/alafasy_quran_complete/002/002264.mp3
وَٱلۡيَوۡمِ,2:264,2,264,271,16,36,3,44,fullQuran/alafasy_quran_complete/002/002264.mp3
ٱلۡأٓخِرِۖ,2:264,2,264,271,17,36,3,44,fullQuran/alafasy_quran_complete/002/002264.mp3
فَمَثَلُهُۥ,2:264,2,264,271,18,36,3,44,fullQuran/alafasy_quran_complete/002/002264.mp3
كَمَثَلِ,2:264,2,264,271,19,36,3,44,fullQuran/alafasy_quran_complete/002/002264.mp3
صَفۡوَانٍ,2:264,2,264,271,20,36,3,44,fullQuran/alafasy_quran_complete/002/002264.mp3
عَلَيۡهِ,2:264,2,264,271,21,36,3,44,fullQuran/alafasy_quran_complete/002/002264.mp3
تُرَابٞ,2:264,2,264,271,22,36,3,44,fullQuran/alafasy_quran_complete/002/002264.mp3
فَأَصَابَهُۥ,2:264,2,264,271,23,36,3,44,fullQuran/alafasy_quran_complete/002/002264.mp3
وَابِلٞ,2:264,2,264,271,24,36,3,44,fullQuran/alafasy_quran_complete/002/002264.mp3
فَتَرَكَهُۥ,2:264,2,264,271,25,36,3,44,fullQuran/alafasy_quran_complete/002/002264.mp3
صَلۡدٗاۖ,2:264,2,264,271,26,36,3,44,fullQuran/alafasy_quran_complete/002/002264.mp3
لَّا,2:264,2,264,271,27,36,3,44,fullQuran/alafasy_quran_complete/002/002264.mp3
يَقۡدِرُونَ,2:264,2,264,271,28,36,3,44,fullQuran/alafasy_quran_complete/002/002264.mp3
عَلَىٰ,2:264,2,264,271,29,36,3,44,fullQuran/alafasy_quran_complete/002/002264.mp3
شَيۡءٖ,2:264,2,264,271,30,36,3,44,fullQuran/alafasy_quran_complete/002/002264.mp3
مِّمَّا,2:264,2,264,271,31,36,3,44,fullQuran/alafasy_quran_complete/002/002264.mp3
كَسَبُواْۗ,2:264,2,264,271,32,36,3,44,fullQuran/alafasy_quran_complete/002/002264.mp3
وَٱللَّهُ,2:264,2,264,271,33,36,3,44,fullQuran/alafasy_quran_complete/002/002264.mp3
لَا,2:264,2,264,271,34,36,3,44,fullQuran/alafasy_quran_complete/002/002264.mp3
يَهۡدِي,2:264,2,264,271,35,36,3,44,fullQuran/alafasy_quran_complete/002/002264.mp3
ٱلۡقَوۡمَ,2:264,2,264,271,36,36,3,44,fullQuran/alafasy_quran_complete/002/002264.mp3
ٱلۡكَٰفِرِينَ,2:264,2,264,271,37,36,3,44,fullQuran/alafasy_quran_complete/002/002264.mp3
وَمَثَلُ,2:265,2,265,272,0,36,3,45,fullQuran/alafasy_quran_complete/002/002265.mp3
ٱلَّذِينَ,2:265,2,265,272,1,36,3,45,fullQuran/alafasy_quran_complete/002/002265.mp3
يُنفِقُونَ,2:265,2,265,272,2,36,3,45,fullQuran/alafasy_quran_complete/002/002265.mp3
أَمۡوَٰلَهُمُ,2:265,2,265,272,3,36,3,45,fullQuran/alafasy_quran_complete/002/002265.mp3
ٱبۡتِغَآءَ,2:265,2,265,272,4,36,3,45,fullQuran/alafasy_quran_complete/002/002265.mp3
مَرۡضَاتِ,2:265,2,265,272,5,36,3,45,fullQuran/alafasy_quran_complete/002/002265.mp3
ٱللَّهِ,2:265,2,265,272,6,36,3,45,fullQuran/alafasy_quran_complete/002/002265.mp3
وَتَثۡبِيتٗا,2:265,2,265,272,7,36,3,45,fullQuran/alafasy_quran_complete/002/002265.mp3
مِّنۡ,2:265,2,265,272,8,36,3,45,fullQuran/alafasy_quran_complete/002/002265.mp3
أَنفُسِهِمۡ,2:265,2,265,272,9,36,3,45,fullQuran/alafasy_quran_complete/002/002265.mp3
كَمَثَلِ,2:265,2,265,272,10,36,3,45,fullQuran/alafasy_quran_complete/002/002265.mp3
جَنَّةِۭ,2:265,2,265,272,11,36,3,45,fullQuran/alafasy_quran_complete/002/002265.mp3
بِرَبۡوَةٍ,2:265,2,265,272,12,36,3,45,fullQuran/alafasy_quran_complete/002/002265.mp3
أَصَابَهَا,2:265,2,265,272,13,36,3,45,fullQuran/alafasy_quran_complete/002/002265.mp3
وَابِلٞ,2:265,2,265,272,14,36,3,45,fullQuran/alafasy_quran_complete/002/002265.mp3
فَـَٔاتَتۡ,2:265,2,265,272,15,36,3,45,fullQuran/alafasy_quran_complete/002/002265.mp3
أُكُلَهَا,2:265,2,265,272,16,36,3,45,fullQuran/alafasy_quran_complete/002/002265.mp3
ضِعۡفَيۡنِ,2:265,2,265,272,17,36,3,45,fullQuran/alafasy_quran_complete/002/002265.mp3
فَإِن,2:265,2,265,272,18,36,3,45,fullQuran/alafasy_quran_complete/002/002265.mp3
لَّمۡ,2:265,2,265,272,19,36,3,45,fullQuran/alafasy_quran_complete/002/002265.mp3
يُصِبۡهَا,2:265,2,265,272,20,36,3,45,fullQuran/alafasy_quran_complete/002/002265.mp3
وَابِلٞ,2:265,2,265,272,21,36,3,45,fullQuran/alafasy_quran_complete/002/002265.mp3
فَطَلّٞۗ,2:265,2,265,272,22,36,3,45,fullQuran/alafasy_quran_complete/002/002265.mp3
وَٱللَّهُ,2:265,2,265,272,23,36,3,45,fullQuran/alafasy_quran_complete/002/002265.mp3
بِمَا,2:265,2,265,272,24,36,3,45,fullQuran/alafasy_quran_complete/002/002265.mp3
تَعۡمَلُونَ,2:265,2,265,272,25,36,3,45,fullQuran/alafasy_quran_complete/002/002265.mp3
بَصِيرٌ,2:265,2,265,272,26,36,3,45,fullQuran/alafasy_quran_complete/002/002265.mp3
أَيَوَدُّ,2:266,2,266,273,0,36,3,45,fullQuran/alafasy_quran_complete/002/002266.mp3
أَحَدُكُمۡ,2:266,2,266,273,1,36,3,45,fullQuran/alafasy_quran_complete/002/002266.mp3
أَن,2:266,2,266,273,2,36,3,45,fullQuran/alafasy_quran_complete/002/002266.mp3
تَكُونَ,2:266,2,266,273,3,36,3,45,fullQuran/alafasy_quran_complete/002/002266.mp3
لَهُۥ,2:266,2,266,273,4,36,3,45,fullQuran/alafasy_quran_complete/002/002266.mp3
جَنَّةٞ,2:266,2,266,273,5,36,3,45,fullQuran/alafasy_quran_complete/002/002266.mp3
مِّن,2:266,2,266,273,6,36,3,45,fullQuran/alafasy_quran_complete/002/002266.mp3
نَّخِيلٖ,2:266,2,266,273,7,36,3,45,fullQuran/alafasy_quran_complete/002/002266.mp3
وَأَعۡنَابٖ,2:266,2,266,273,8,36,3,45,fullQuran/alafasy_quran_complete/002/002266.mp3
تَجۡرِي,2:266,2,266,273,9,36,3,45,fullQuran/alafasy_quran_complete/002/002266.mp3
مِن,2:266,2,266,273,10,36,3,45,fullQuran/alafasy_quran_complete/002/002266.mp3
تَحۡتِهَا,2:266,2,266,273,11,36,3,45,fullQuran/alafasy_quran_complete/002/002266.mp3
ٱلۡأَنۡهَٰرُ,2:266,2,266,273,12,36,3,45,fullQuran/alafasy_quran_complete/002/002266.mp3
لَهُۥ,2:266,2,266,273,13,36,3,45,fullQuran/alafasy_quran_complete/002/002266.mp3
فِيهَا,2:266,2,266,273,14,36,3,45,fullQuran/alafasy_quran_complete/002/002266.mp3
مِن,2:266,2,266,273,15,36,3,45,fullQuran/alafasy_quran_complete/002/002266.mp3
كُلِّ,2:266,2,266,273,16,36,3,45,fullQuran/alafasy_quran_complete/002/002266.mp3
ٱلثَّمَرَٰتِ,2:266,2,266,273,17,36,3,45,fullQuran/alafasy_quran_complete/002/002266.mp3
وَأَصَابَهُ,2:266,2,266,273,18,36,3,45,fullQuran/alafasy_quran_complete/002/002266.mp3
ٱلۡكِبَرُ,2:266,2,266,273,19,36,3,45,fullQuran/alafasy_quran_complete/002/002266.mp3
وَلَهُۥ,2:266,2,266,273,20,36,3,45,fullQuran/alafasy_quran_complete/002/002266.mp3
ذُرِّيَّةٞ,2:266,2,266,273,21,36,3,45,fullQuran/alafasy_quran_complete/002/002266.mp3
ضُعَفَآءُ,2:266,2,266,273,22,36,3,45,fullQuran/alafasy_quran_complete/002/002266.mp3
فَأَصَابَهَآ,2:266,2,266,273,23,36,3,45,fullQuran/alafasy_quran_complete/002/002266.mp3
إِعۡصَارٞ,2:266,2,266,273,24,36,3,45,fullQuran/alafasy_quran_complete/002/002266.mp3
فِيهِ,2:266,2,266,273,25,36,3,45,fullQuran/alafasy_quran_complete/002/002266.mp3
نَارٞ,2:266,2,266,273,26,36,3,45,fullQuran/alafasy_quran_complete/002/002266.mp3
فَٱحۡتَرَقَتۡۗ,2:266,2,266,273,27,36,3,45,fullQuran/alafasy_quran_complete/002/002266.mp3
كَذَٰلِكَ,2:266,2,266,273,28,36,3,45,fullQuran/alafasy_quran_complete/002/002266.mp3
يُبَيِّنُ,2:266,2,266,273,29,36,3,45,fullQuran/alafasy_quran_complete/002/002266.mp3
ٱللَّهُ,2:266,2,266,273,30,36,3,45,fullQuran/alafasy_quran_complete/002/002266.mp3
لَكُمُ,2:266,2,266,273,31,36,3,45,fullQuran/alafasy_quran_complete/002/002266.mp3
ٱلۡأٓيَٰتِ,2:266,2,266,273,32,36,3,45,fullQuran/alafasy_quran_complete/002/002266.mp3
لَعَلَّكُمۡ,2:266,2,266,273,33,36,3,45,fullQuran/alafasy_quran_complete/002/002266.mp3
تَتَفَكَّرُونَ,2:266,2,266,273,34,36,3,45,fullQuran/alafasy_quran_complete/002/002266.mp3
يَـٰٓأَيُّهَا,2:267,2,267,274,0,37,3,45,fullQuran/alafasy_quran_complete/002/002267.mp3
ٱلَّذِينَ,2:267,2,267,274,1,37,3,45,fullQuran/alafasy_quran_complete/002/002267.mp3
ءَامَنُوٓاْ,2:267,2,267,274,2,37,3,45,fullQuran/alafasy_quran_complete/002/002267.mp3
أَنفِقُواْ,2:267,2,267,274,3,37,3,45,fullQuran/alafasy_quran_complete/002/002267.mp3
مِن,2:267,2,267,274,4,37,3,45,fullQuran/alafasy_quran_complete/002/002267.mp3
طَيِّبَٰتِ,2:267,2,267,274,5,37,3,45,fullQuran/alafasy_quran_complete/002/002267.mp3
مَا,2:267,2,267,274,6,37,3,45,fullQuran/alafasy_quran_complete/002/002267.mp3
كَسَبۡتُمۡ,2:267,2,267,274,7,37,3,45,fullQuran/alafasy_quran_complete/002/002267.mp3
وَمِمَّآ,2:267,2,267,274,8,37,3,45,fullQuran/alafasy_quran_complete/002/002267.mp3
أَخۡرَجۡنَا,2:267,2,267,274,9,37,3,45,fullQuran/alafasy_quran_complete/002/002267.mp3
لَكُم,2:267,2,267,274,10,37,3,45,fullQuran/alafasy_quran_complete/002/002267.mp3
مِّنَ,2:267,2,267,274,11,37,3,45,fullQuran/alafasy_quran_complete/002/002267.mp3
ٱلۡأَرۡضِۖ,2:267,2,267,274,12,37,3,45,fullQuran/alafasy_quran_complete/002/002267.mp3
وَلَا,2:267,2,267,274,13,37,3,45,fullQuran/alafasy_quran_complete/002/002267.mp3
تَيَمَّمُواْ,2:267,2,267,274,14,37,3,45,fullQuran/alafasy_quran_complete/002/002267.mp3
ٱلۡخَبِيثَ,2:267,2,267,274,15,37,3,45,fullQuran/alafasy_quran_complete/002/002267.mp3
مِنۡهُ,2:267,2,267,274,16,37,3,45,fullQuran/alafasy_quran_complete/002/002267.mp3
تُنفِقُونَ,2:267,2,267,274,17,37,3,45,fullQuran/alafasy_quran_complete/002/002267.mp3
وَلَسۡتُم,2:267,2,267,274,18,37,3,45,fullQuran/alafasy_quran_complete/002/002267.mp3
بِـَٔاخِذِيهِ,2:267,2,267,274,19,37,3,45,fullQuran/alafasy_quran_complete/002/002267.mp3
إِلَّآ,2:267,2,267,274,20,37,3,45,fullQuran/alafasy_quran_complete/002/002267.mp3
أَن,2:267,2,267,274,21,37,3,45,fullQuran/alafasy_quran_complete/002/002267.mp3
تُغۡمِضُواْ,2:267,2,267,274,22,37,3,45,fullQuran/alafasy_quran_complete/002/002267.mp3
فِيهِۚ,2:267,2,267,274,23,37,3,45,fullQuran/alafasy_quran_complete/002/002267.mp3
وَٱعۡلَمُوٓاْ,2:267,2,267,274,24,37,3,45,fullQuran/alafasy_quran_complete/002/002267.mp3
أَنَّ,2:267,2,267,274,25,37,3,45,fullQuran/alafasy_quran_complete/002/002267.mp3
ٱللَّهَ,2:267,2,267,274,26,37,3,45,fullQuran/alafasy_quran_complete/002/002267.mp3
غَنِيٌّ,2:267,2,267,274,27,37,3,45,fullQuran/alafasy_quran_complete/002/002267.mp3
حَمِيدٌ,2:267,2,267,274,28,37,3,45,fullQuran/alafasy_quran_complete/002/002267.mp3
ٱلشَّيۡطَٰنُ,2:268,2,268,275,0,37,3,45,fullQuran/alafasy_quran_complete/002/002268.mp3
يَعِدُكُمُ,2:268,2,268,275,1,37,3,45,fullQuran/alafasy_quran_complete/002/002268.mp3
ٱلۡفَقۡرَ,2:268,2,268,275,2,37,3,45,fullQuran/alafasy_quran_complete/002/002268.mp3
وَيَأۡمُرُكُم,2:268,2,268,275,3,37,3,45,fullQuran/alafasy_quran_complete/002/002268.mp3
بِٱلۡفَحۡشَآءِۖ,2:268,2,268,275,4,37,3,45,fullQuran/alafasy_quran_complete/002/002268.mp3
وَٱللَّهُ,2:268,2,268,275,5,37,3,45,fullQuran/alafasy_quran_complete/002/002268.mp3
يَعِدُكُم,2:268,2,268,275,6,37,3,45,fullQuran/alafasy_quran_complete/002/002268.mp3
مَّغۡفِرَةٗ,2:268,2,268,275,7,37,3,45,fullQuran/alafasy_quran_complete/002/002268.mp3
مِّنۡهُ,2:268,2,268,275,8,37,3,45,fullQuran/alafasy_quran_complete/002/002268.mp3
وَفَضۡلٗاۗ,2:268,2,268,275,9,37,3,45,fullQuran/alafasy_quran_complete/002/002268.mp3
وَٱللَّهُ,2:268,2,268,275,10,37,3,45,fullQuran/alafasy_quran_complete/002/002268.mp3
وَٰسِعٌ,2:268,2,268,275,11,37,3,45,fullQuran/alafasy_quran_complete/002/002268.mp3
عَلِيمٞ,2:268,2,268,275,12,37,3,45,fullQuran/alafasy_quran_complete/002/002268.mp3
يُؤۡتِي,2:269,2,269,276,0,37,3,45,fullQuran/alafasy_quran_complete/002/002269.mp3
ٱلۡحِكۡمَةَ,2:269,2,269,276,1,37,3,45,fullQuran/alafasy_quran_complete/002/002269.mp3
مَن,2:269,2,269,276,2,37,3,45,fullQuran/alafasy_quran_complete/002/002269.mp3
يَشَآءُۚ,2:269,2,269,276,3,37,3,45,fullQuran/alafasy_quran_complete/002/002269.mp3
وَمَن,2:269,2,269,276,4,37,3,45,fullQuran/alafasy_quran_complete/002/002269.mp3
يُؤۡتَ,2:269,2,269,276,5,37,3,45,fullQuran/alafasy_quran_complete/002/002269.mp3
ٱلۡحِكۡمَةَ,2:269,2,269,276,6,37,3,45,fullQuran/alafasy_quran_complete/002/002269.mp3
فَقَدۡ,2:269,2,269,276,7,37,3,45,fullQuran/alafasy_quran_complete/002/002269.mp3
أُوتِيَ,2:269,2,269,276,8,37,3,45,fullQuran/alafasy_quran_complete/002/002269.mp3
خَيۡرٗا,2:269,2,269,276,9,37,3,45,fullQuran/alafasy_quran_complete/002/002269.mp3
كَثِيرٗاۗ,2:269,2,269,276,10,37,3,45,fullQuran/alafasy_quran_complete/002/002269.mp3
وَمَا,2:269,2,269,276,11,37,3,45,fullQuran/alafasy_quran_complete/002/002269.mp3
يَذَّكَّرُ,2:269,2,269,276,12,37,3,45,fullQuran/alafasy_quran_complete/002/002269.mp3
إِلَّآ,2:269,2,269,276,13,37,3,45,fullQuran/alafasy_quran_complete/002/002269.mp3
أُوْلُواْ,2:269,2,269,276,14,37,3,45,fullQuran/alafasy_quran_complete/002/002269.mp3
ٱلۡأَلۡبَٰبِ,2:269,2,269,276,15,37,3,45,fullQuran/alafasy_quran_complete/002/002269.mp3
وَمَآ,2:270,2,270,277,0,37,3,46,fullQuran/alafasy_quran_complete/002/002270.mp3
أَنفَقۡتُم,2:270,2,270,277,1,37,3,46,fullQuran/alafasy_quran_complete/002/002270.mp3
